GHO,PUBLISHSTATE,YEAR,REGION,WORLDBANKINCOMEGROUP,COUNTRY,AGEGROUP,SEX,prob_death
LIFE_0000000029,PUBLISHED,2000,EMR,WB_UMI,JOR,AGE20-24,FMLE,0.000784
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,MAR,AGE50-54,FMLE,0.006473
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LI,AFG,AGE1-4,FMLE,0.011881
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,COM,AGE65-69,FMLE,0.037658
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,LCA,AGE80-84,MLE,0.090569
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,CHL,AGE60-64,MLE,0.011716
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LI,UZB,AGE5-9,FMLE,0
LIFE_0000000029,PUBLISHED,2012,EUR,WB_LMI,GEO,AGE85-89,FMLE,0.142708
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,ERI,AGE95-99,FMLE,0.353542
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,GBR,AGE20-24,MLE,0.000583
LIFE_0000000029,PUBLISHED,2000,WPR,WB_HI,SGP,AGE25-29,MLE,0.000611
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,MRT,AGE80-84,MLE,0.183
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LMI,SSD,AGE15-19,MLE,0.005859
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,ATG,AGE5-9,MLE,0.000229
LIFE_0000000029,PUBLISHED,2012,AMR,WB_HI,CAN,AGE60-64,FMLE,0.00593
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,CRI,AGE30-34,MLE,0.00166
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,GMB,AGE85-89,FMLE,0.243211
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,TZA,AGE65-69,MLE,0.032626
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,KAZ,AGE30-34,FMLE,0.001729
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,SLE,AGE5-9,MLE,0.011477
LIFE_0000000029,PUBLISHED,1990,EMR,WB_UMI,LBY,AGE55-59,MLE,0.014957
LIFE_0000000029,PUBLISHED,2012,WPR,WB_LMI,PNG,AGE70-74,FMLE,0.056228
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LMI,FSM,AGE60-64,MLE,0.02329
LIFE_0000000029,PUBLISHED,1990,EUR,WB_UMI,HUN,AGE45-49,MLE,0.011501
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,AND,AGE100PLUS,FMLE,0.441526
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,EGY,AGE55-59,MLE,0.017045
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,HRV,AGE45-49,MLE,0.003824
LIFE_0000000029,PUBLISHED,2012,WPR,WB_UMI,CHN,AGE95-99,FMLE,0.430721
LIFE_0000000029,PUBLISHED,2013,WPR,WB_LMI,VUT,AGE10-14,FMLE,0.000324
LIFE_0000000029,PUBLISHED,2000,WPR,WB_HI,AUS,AGE80-84,FMLE,0.05361
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LMI,BTN,AGE55-59,MLE,0.022195
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,MYS,AGE15-19,MLE,0.001067
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,GRD,AGE20-24,MLE,0.001479
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,TUR,AGE10-14,FMLE,0.000666
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,TUV,AGE45-49,MLE,0.012229
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,SEN,AGE55-59,MLE,0.018
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,KEN,AGE55-59,MLE,0.021352
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,IRL,AGE10-14,MLE,0.000139
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,LSO,AGE15-19,FMLE,0.003117
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,NER,AGE80-84,FMLE,0.178761
LIFE_0000000029,PUBLISHED,2012,EUR,WB_LMI,MDA,AGE35-39,FMLE,0.001638
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,LUX,AGE65-69,MLE,0.023634
LIFE_0000000029,PUBLISHED,2000,GLOBAL,WB_WORLD_INCOME,,AGE50-54,BTSX,0.007986
LIFE_0000000029,PUBLISHED,2013,AMR,WB_HI,TTO,AGE35-39,MLE,0.003501
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,CZE,AGE15-19,FMLE,0.0004
LIFE_0000000029,PUBLISHED,2000,AMR,WB_HI,ATG,AGELT1,MLE,0.016445
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,BLZ,AGE90-94,MLE,0.245224
LIFE_0000000029,PUBLISHED,1990,AMR,,,AGE65-69,FMLE,0.017799
LIFE_0000000029,PUBLISHED,2013,AMR,WB_UMI,COL,AGE5-9,FMLE,0.000218
LIFE_0000000029,PUBLISHED,2000,SEAR,WB_LMI,IND,AGE55-59,FMLE,0.01388
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,MWI,AGE60-64,FMLE,0.018447
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,BOL,AGE25-29,FMLE,0.003521
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,BFA,AGE1-4,MLE,0.010084
LIFE_0000000029,PUBLISHED,1990,EMR,WB_UMI,LBY,AGE100PLUS,MLE,0.6189
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,CAF,AGE95-99,MLE,0.521054
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,SEN,AGE30-34,FMLE,0.004
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,CIV,AGE30-34,FMLE,0.01453
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,SRB,AGE5-9,FMLE,0.000097
LIFE_0000000029,PUBLISHED,2013,AMR,WB_UMI,LCA,AGE65-69,FMLE,0.016874
LIFE_0000000029,PUBLISHED,2013,AMR,WB_UMI,PAN,AGE35-39,MLE,0.00275
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,CZE,AGE60-64,FMLE,0.00765
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LMI,MDA,AGE25-29,FMLE,0.000716
LIFE_0000000029,PUBLISHED,2000,AMR,WB_LMI,ECU,AGE70-74,FMLE,0.025
LIFE_0000000029,PUBLISHED,2012,WPR,WB_LMI,PNG,AGE1-4,FMLE,0.003796
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,PAN,AGE55-59,MLE,0.008393
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LMI,LKA,AGE20-24,FMLE,0.001699
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LI,SOM,AGE1-4,MLE,0.019929
LIFE_0000000029,PUBLISHED,2013,EMR,,,AGE5-9,MLE,0.001259
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,SLE,AGE60-64,FMLE,0.049747
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LI,VNM,AGELT1,MLE,0.029
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,COL,AGE90-94,MLE,0.157035
LIFE_0000000029,PUBLISHED,2013,EMR,WB_HI,KWT,AGE35-39,FMLE,0.000507
LIFE_0000000029,PUBLISHED,2012,SEAR,WB_UMI,THA,AGE65-69,FMLE,0.015193
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LMI,BTN,AGELT1,FMLE,0.090265
LIFE_0000000029,PUBLISHED,2012,,WB_UMI,,AGELT1,BTSX,0.016347
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,BLZ,AGE75-79,MLE,0.074
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,MWI,AGE15-19,FMLE,0.003102
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,GRC,AGE95-99,FMLE,0.331743
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,PNG,AGE85-89,MLE,0.243129
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,SLE,AGE70-74,FMLE,0.09817
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,GIN,AGE25-29,MLE,0.006571
LIFE_0000000029,PUBLISHED,1990,EMR,WB_LMI,MAR,AGE45-49,FMLE,0.0051
LIFE_0000000029,PUBLISHED,2013,EMR,WB_LMI,YEM,AGE70-74,MLE,0.064262
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,BLZ,AGE80-84,MLE,0.112714
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,COL,AGE20-24,MLE,0.00529
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LMI,LSO,AGE80-84,MLE,0.123007
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,ESP,AGE40-44,FMLE,0.001123
LIFE_0000000029,PUBLISHED,1990,EUR,WB_HI,CYP,AGE70-74,MLE,0.036447
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,TUV,AGE55-59,FMLE,0.018125
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,LTU,AGE5-9,FMLE,0.000198
LIFE_0000000029,PUBLISHED,2012,AFR,WB_HI,GNQ,AGE55-59,MLE,0.019313
LIFE_0000000029,PUBLISHED,2012,AMR,WB_LMI,SLV,AGE10-14,MLE,0.000489
LIFE_0000000029,PUBLISHED,2013,AMR,,,AGE75-79,FMLE,0.035104
LIFE_0000000029,PUBLISHED,2012,WPR,WB_UMI,MHL,AGE10-14,FMLE,0.000294
LIFE_0000000029,PUBLISHED,1990,EUR,WB_UMI,ROU,AGE50-54,FMLE,0.00533
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LI,SOM,AGE55-59,FMLE,0.016922
LIFE_0000000029,PUBLISHED,1990,,WB_HI,,AGE60-64,FMLE,0.009767
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,VEN,AGE15-19,MLE,0.002482
LIFE_0000000029,PUBLISHED,2013,WPR,WB_HI,NZL,AGE40-44,MLE,0.001498
LIFE_0000000029,PUBLISHED,1990,EMR,WB_LMI,JOR,AGE70-74,MLE,0.055
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,LSO,AGE85-89,FMLE,0.167818
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,ETH,AGE100PLUS,FMLE,0.566567
LIFE_0000000029,PUBLISHED,2000,AMR,WB_LMI,HND,AGE50-54,MLE,0.008369
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,PRY,AGE75-79,MLE,0.064734
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,MWI,AGE80-84,MLE,0.181865
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,ARG,AGE45-49,FMLE,0.002891
LIFE_0000000029,PUBLISHED,2013,AFR,WB_UMI,NAM,AGE15-19,MLE,0.001415
LIFE_0000000029,PUBLISHED,2012,AFR,WB_UMI,NAM,AGE10-14,MLE,0.001157
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LI,BGD,AGE50-54,MLE,0.009284
LIFE_0000000029,PUBLISHED,1990,EMR,WB_HI,QAT,AGE85-89,MLE,0.145964
LIFE_0000000029,PUBLISHED,2012,AMR,WB_LMI,GTM,AGE10-14,FMLE,0.000489
LIFE_0000000029,PUBLISHED,2000,EMR,WB_UMI,IRN,AGE60-64,MLE,0.015517
LIFE_0000000029,PUBLISHED,2000,EMR,WB_HI,KWT,AGE25-29,FMLE,0.000327
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,ETH,AGE55-59,FMLE,0.014755
LIFE_0000000029,PUBLISHED,2012,SEAR,WB_LMI,TLS,AGE15-19,MLE,0.001481
LIFE_0000000029,PUBLISHED,1990,EMR,,,AGELT1,MLE,0.08677
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,CAF,AGE35-39,FMLE,0.015686
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,COD,AGE5-9,MLE,0.007659
LIFE_0000000029,PUBLISHED,2000,EUR,WB_UMI,BLR,AGE55-59,MLE,0.028832
LIFE_0000000029,PUBLISHED,2013,WPR,WB_LMI,VUT,AGE70-74,MLE,0.053091
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,ITA,AGE100PLUS,FMLE,0.433558
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,BEN,AGE65-69,MLE,0.0413
LIFE_0000000029,PUBLISHED,2000,AFR,WB_UMI,SYC,AGE35-39,MLE,0.002849
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LMI,LSO,AGE70-74,MLE,0.062631
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LMI,MDV,AGE60-64,FMLE,0.043
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,VEN,AGELT1,FMLE,0.015923
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,SWZ,AGE95-99,FMLE,0.4206
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,FJI,AGE65-69,MLE,0.043256
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,LTU,AGE60-64,MLE,0.028034
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,YEM,AGE25-29,MLE,0.003443
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,IRN,AGE1-4,FMLE,0.002
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LI,SSD,AGE40-44,FMLE,0.011
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,ETH,AGE40-44,MLE,0.014067
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,GRC,AGE35-39,MLE,0.001231
LIFE_0000000029,PUBLISHED,2000,AFR,,,AGE20-24,MLE,0.005815
LIFE_0000000029,PUBLISHED,1990,EUR,WB_UMI,RUS,AGE55-59,FMLE,0.009
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,SLE,AGE50-54,MLE,0.02668
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,BEL,AGE75-79,MLE,0.044933
LIFE_0000000029,PUBLISHED,2000,AMR,WB_HI,KNA,AGE75-79,MLE,0.067617
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_LMI,IND,AGE65-69,FMLE,0.030552
LIFE_0000000029,PUBLISHED,2012,WPR,WB_HI,BRN,AGE90-94,FMLE,0.223085
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,MLT,AGE40-44,MLE,0.001404
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,NOR,AGE90-94,MLE,0.262284
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LMI,CPV,AGE95-99,MLE,0.465629
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,MHL,AGE1-4,FMLE,0.003555
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,MWI,AGE75-79,MLE,0.120683
LIFE_0000000029,PUBLISHED,2000,EMR,,,AGELT1,BTSX,0.064459
LIFE_0000000029,PUBLISHED,2012,EMR,WB_HI,QAT,AGE35-39,FMLE,0.000315
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,HND,AGE100PLUS,FMLE,0.394269
LIFE_0000000029,PUBLISHED,2012,EUR,WB_UMI,SRB,AGE85-89,FMLE,0.163814
LIFE_0000000029,PUBLISHED,2013,SEAR,WB_UMI,MDV,AGE65-69,MLE,0.026524
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,NIC,AGE85-89,MLE,0.139174
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,MUS,AGE10-14,FMLE,0.000259
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,RWA,AGE90-94,FMLE,0.272646
LIFE_0000000029,PUBLISHED,2000,AFR,WB_UMI,SYC,AGE55-59,FMLE,0.006086
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,ZWE,AGE60-64,MLE,0.021413
LIFE_0000000029,PUBLISHED,2013,AMR,WB_UMI,MEX,AGE70-74,FMLE,0.027031
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,SEN,AGE100PLUS,FMLE,0.613394
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,PLW,AGE80-84,MLE,0.157942
LIFE_0000000029,PUBLISHED,2012,AMR,,,AGE40-44,BTSX,0.002564
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,VEN,AGE20-24,MLE,0.003547
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,POL,AGE10-14,FMLE,0.000115
LIFE_0000000029,PUBLISHED,2000,WPR,WB_UMI,MYS,AGE5-9,MLE,0.000405
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,COG,AGE80-84,MLE,0.155908
LIFE_0000000029,PUBLISHED,2012,EMR,WB_UMI,JOR,AGE5-9,MLE,0.000394
LIFE_0000000029,PUBLISHED,1990,WPR,WB_LMI,MNG,AGE85-89,FMLE,0.26308
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,BEL,AGE65-69,MLE,0.023393
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LMI,LSO,AGE30-34,MLE,0.018413
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LI,BGD,AGE85-89,MLE,0.183761
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,AUT,AGE15-19,MLE,0.000442
LIFE_0000000029,PUBLISHED,2012,EUR,WB_HI,EST,AGE90-94,FMLE,0.190665
LIFE_0000000029,PUBLISHED,2012,WPR,WB_UMI,TUV,AGE30-34,FMLE,0.002016
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,PAK,AGE5-9,MLE,0.001502
LIFE_0000000029,PUBLISHED,2000,WPR,WB_HI,AUS,AGE35-39,FMLE,0.000746
LIFE_0000000029,PUBLISHED,2012,WPR,WB_UMI,TUV,AGE65-69,FMLE,0.031522
LIFE_0000000029,PUBLISHED,2000,EMR,WB_HI,OMN,AGE80-84,MLE,0.126719
LIFE_0000000029,PUBLISHED,2000,AFR,WB_LI,LBR,AGE45-49,FMLE,0.010677
LIFE_0000000029,PUBLISHED,2013,WPR,WB_UMI,PLW,AGE50-54,MLE,0.007528
LIFE_0000000029,PUBLISHED,1990,EUR,,,AGE95-99,BTSX,0.333441
LIFE_0000000029,PUBLISHED,2000,EUR,WB_LMI,ALB,AGE45-49,FMLE,0.004
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LMI,UZB,AGE100PLUS,FMLE,0.326987
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LMI,SEN,AGE65-69,FMLE,0.030093
LIFE_0000000029,PUBLISHED,2013,AFR,WB_LI,KEN,AGE100PLUS,MLE,0.637521
LIFE_0000000029,PUBLISHED,2013,AFR,WB_UMI,BWA,AGE30-34,FMLE,0.005454
LIFE_0000000029,PUBLISHED,2012,WPR,WB_HI,JPN,AGE55-59,FMLE,0.002799
LIFE_0000000029,PUBLISHED,1990,WPR,WB_UMI,PLW,AGE45-49,MLE,0.008525
LIFE_0000000029,PUBLISHED,2012,AMR,,,AGE20-24,MLE,0.002079
LIFE_0000000029,PUBLISHED,1990,AFR,WB_LI,GHA,AGE20-24,FMLE,0.004
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,DMA,AGE60-64,FMLE,0.011265
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LMI,MNG,AGE20-24,FMLE,0.001199
LIFE_0000000029,PUBLISHED,1990,EMR,WB_UMI,TUN,AGE25-29,FMLE,0.000963
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,RWA,AGE1-4,MLE,0.004697
LIFE_0000000029,PUBLISHED,2000,EUR,WB_UMI,AZE,AGE80-84,FMLE,0.121891
LIFE_0000000029,PUBLISHED,2012,EUR,WB_LMI,KGZ,AGE1-4,FMLE,0.000675
LIFE_0000000029,PUBLISHED,1990,AMR,WB_UMI,MEX,AGE100PLUS,FMLE,0.401282
LIFE_0000000029,PUBLISHED,2012,EMR,WB_LMI,PAK,AGE55-59,MLE,0.013526
LIFE_0000000029,PUBLISHED,2013,EMR,WB_LI,SOM,AGE65-69,FMLE,0.034734
LIFE_0000000029,PUBLISHED,2000,WPR,WB_UMI,MYS,AGE60-64,FMLE,0.016242
LIFE_0000000029,PUBLISHED,1990,AFR,WB_UMI,ZAF,AGE95-99,FMLE,0.354546
LIFE_0000000029,PUBLISHED,2013,EUR,WB_HI,PRT,AGELT1,MLE,0.003209
LIFE_0000000029,PUBLISHED,2000,AMR,WB_UMI,VEN,AGE55-59,MLE,0.009721
LIFE_0000000029,PUBLISHED,2000,EUR,WB_HI,HRV,AGE20-24,FMLE,0.000296
LIFE_0000000029,PUBLISHED,1990,SEAR,WB_LMI,TLS,AGE25-29,FMLE,0.006742
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,SUR,AGE1-4,FMLE,0.00044
LIFE_0000000029,PUBLISHED,2012,AMR,WB_UMI,SUR,AGE35-39,FMLE,0.001913
LIFE_0000000029,PUBLISHED,2000,SEAR,,,AGE65-69,BTSX,0.03806
LIFE_0000000029,PUBLISHED,2000,AMR,WB_LMI,HND,AGE60-64,FMLE,0.011596
LIFE_0000000029,PUBLISHED,2000,EMR,WB_LMI,PAK,AGE25-29,FMLE,0.001859
LIFE_0000000029,PUBLISHED,1990,AMR,WB_LMI,BOL,AGE85-89,MLE,0.238996
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LI,BFA,AGE55-59,FMLE,0.014127
LIFE_0000000029,PUBLISHED,2012,AFR,WB_LMI,GHA,AGE25-29,MLE,0.004084
LIFE_0000000029,PUBLISHED,2000,WPR,WB_LMI,VUT,AGE25-29,MLE,0.002051
LIFE_0000000029,PUBLISHED,1990,EUR,WB_LMI,UZB,AGE45-49,MLE,0.008451
